numero_cartao,validade,limite,data_abertura,id_conta
5159 6127 9966 4875,2027-02-19,25653.66566756637,2019-02-19,14405283-5
4300 0245 2264 8467,2029-11-07,12803.50810607656,2021-11-07,04973055-6
4023 7569 1664 7607,2029-02-04,46394.23982058673,2021-02-04,50909918-X
5540 7136 7609 9496,2030-07-22,7416.4167770086115,2022-07-22,15818959-X
4893 0492 1637 9148,2029-10-24,29903.06249872035,2021-10-24,35815382-X
3486 291130 70988,2027-01-18,29091.142022130272,2019-01-18,71295777-8
4459 3447 5667 2465,2030-05-22,32415.00293953618,2022-05-22,93786722-6
4896 9695 1422 3259,2027-10-30,20076.377497309844,2019-10-30,83902095-1
3770 746796 73491,2030-11-13,33107.267634198484,2022-11-13,75245552-X
4978 2873 9826 9830,2028-08-09,17216.20206535466,2020-08-09,11906327-9
3753 338940 80490,2029-11-16,16652.25225324106,2021-11-16,55746902-5
5373 6676 4162 6803,2030-03-20,5250.537698409797,2022-03-20,81751731-6
3705 702910 12023,2030-09-18,3675.649651296575,2022-09-18,62611544-9
4708 1913 8765 2732,2028-04-26,20533.845638947892,2020-04-26,81907557-2
4938 7666 7106 5329,2028-05-29,13602.013684868616,2020-05-29,55156133-9
4971 8370 5716 4966,2029-08-10,46810.83545791016,2021-08-10,90314053-1
4687 9990 5261 2996,2028-10-09,14978.012114417508,2020-10-09,80209275-6
4959 9133 6982 3510,2027-06-15,43746.946792971925,2019-06-15,93335258-5
4296 3374 1516 3170,2029-08-14,25649.04831847901,2021-08-14,42135986-5
3797 526783 21919,2027-01-18,12627.768225971531,2019-01-18,80934108-6
2653 4662 8228 4693,2027-09-01,32660.95598695045,2019-09-01,23183239-2
2433 4779 4362 3432,2027-02-23,39547.34954989178,2019-02-23,79750495-X
3487 504115 00250,2027-10-17,2829.3049858547965,2019-10-17,23011339-6
5297 3515 5062 4892,2027-07-15,15425.849063031403,2019-07-15,05512263-X
3742 609384 56538,2030-06-08,31567.809783004566,2022-06-08,58387769-2
4532 1920 9087 4961,2030-12-08,30620.282755321514,2022-12-08,90171445-2
3784 052976 72151,2027-01-27,46925.53409040128,2019-01-27,12363870-X
4503 9530 2923 3784,2028-10-19,22035.74936090298,2020-10-19,40221310-X
5183 2599 1141 9851,2030-01-07,41661.58258801808,2022-01-07,42005133-9
5452 0180 3697 9080,2029-08-01,33740.281896094144,2021-08-01,82590782-X
4793 8122 0976 2229,2030-05-27,6708.6131731093565,2022-05-27,95716590-2
5533 4833 4217 0423,2029-06-21,32957.24068082777,2021-06-21,03688868-1
2696 3149 6937 2457,2027-01-20,6568.458817695099,2019-01-20,54647788-5
5533 9314 7258 7279,2029-04-02,13937.438530058836,2021-04-02,30354849-1
4827 2716 7826 0480,2028-03-05,43012.18460439815,2020-03-05,62466534-1
4188 0983 6874 6202,2027-05-24,17431.114113905056,2019-05-24,54768097-X
3724 501081 39178,2028-01-09,23936.671938506563,2020-01-09,15686406-1
4897 4933 7268 2588,2027-07-28,2003.8931983927623,2019-07-28,03117176-3
4907 1417 6800 9993,2028-01-19,7443.248113588117,2020-01-19,35697029-X
4679 7350 6025 8913,2029-09-26,32155.88015535926,2021-09-26,03295650-X
3428 757717 44697,2029-03-21,14974.876516329103,2021-03-21,35527780-3
5199 7388 7649 1700,2028-06-16,41793.27848761998,2020-06-16,93898789-7
4265 2110 3337 0342,2029-02-03,10791.256663721524,2021-02-03,20236776-6
3764 197829 93966,2029-05-31,3040.8092092022466,2021-05-31,11913832-7
5587 1351 1582 9982,2028-10-02,45145.39149898928,2020-10-02,73796111-X
3432 754837 88240,2030-11-24,8587.14080749467,2022-11-24,75330460-7
2659 0390 6423 9708,2028-03-14,4286.355100078251,2020-03-14,09181758-7
2719 9259 9966 1776,2030-06-12,49752.63067350289,2022-06-12,04973055-6
4296 1471 0589 0796,2027-07-08,15795.510555437644,2019-07-08,32787470-5
4266 5551 5503 0491,2028-05-15,11878.666162966816,2020-05-15,02201079-4
4266 1946 8475 7257,2029-10-25,14164.838551725801,2021-10-25,71521025-8
4340 4188 4890 7254,2029-04-02,6316.746074015624,2021-04-02,08674622-X
4506 8626 8059 8913,2029-04-03,10513.414894167725,2021-04-03,93941161-8
4917 0975 9299 3349,2029-10-27,40558.48901765302,2021-10-27,95810690-5
4593 2108 6990 2890,2027-02-23,8254.755137057615,2019-02-23,42005133-9
4537 8176 9123 3903,2030-11-08,1806.5989085682913,2022-11-08,40484684-5
4076 6807 9545 7506,2028-01-21,38742.19566654401,2020-01-21,73187824-9
4723 2433 7419 3609,2027-02-21,43559.647304230064,2019-02-21,72237234-X
3764 764631 11946,2030-02-11,44663.831881064725,2022-02-11,81993557-1
3746 931350 85876,2030-04-10,22208.052321787767,2022-04-10,91376882-6
5114 5472 1906 6984,2027-08-30,10851.042053809375,2019-08-30,14818495-9
5248 0712 5183 5106,2029-03-11,39593.32753040611,2021-03-11,15343751-9
3439 074710 13021,2029-05-29,17233.91377428677,2021-05-29,28485719-6
3494 518838 28795,2030-08-17,48189.680228591016,2022-08-17,72780553-3
3422 923717 35424,2027-02-15,1315.9074147025772,2019-02-15,18393582-7
3793 478097 48104,2029-09-16,30259.857875294783,2021-09-16,35409834-1
3485 406363 52359,2029-09-12,13844.24103035277,2021-09-12,51066821-9
2539 0731 8269 5521,2028-03-31,39688.66769205858,2020-03-31,16248880-3
5137 8496 9696 7558,2027-11-19,15644.336297187258,2019-11-19,74912266-3
4901 6095 6739 2675,2027-09-22,34891.4705923408,2019-09-22,60241201-5
2448 3148 7244 3172,2027-12-25,12681.283466216191,2019-12-25,53075070-5
2608 5635 9449 2372,2027-02-24,46738.239532378975,2019-02-24,52796918-1
3479 245206 28176,2028-09-23,31632.703005574655,2020-09-23,31567122-5
5596 4788 9416 0826,2030-05-28,14474.145146836348,2022-05-28,27727958-1
4530 8095 8868 9799,2029-04-01,26209.44483633457,2021-04-01,12960962-X
4266 3915 2849 4507,2027-03-10,16390.810868761975,2019-03-10,83536334-X
5224 8927 2410 7726,2027-11-18,24469.07868230988,2019-11-18,36882966-3
3785 052402 29098,2030-12-01,8949.306185417618,2022-12-01,34975358-6
3773 434927 86966,2027-08-16,34885.853679755404,2019-08-16,75242892-7
4989 8940 6349 0844,2030-04-07,35054.7952952687,2022-04-07,41418770-4
3465 203539 76244,2030-12-03,15461.361205759757,2022-12-03,04567255-8
2245 9819 3694 4158,2028-07-09,5236.3694041811295,2020-07-09,07551770-4
3742 582983 98233,2027-05-03,2936.1984506946987,2019-05-03,77266515-7
5276 2532 7466 7931,2029-04-23,22104.576228314883,2021-04-23,60717525-6
3488 660616 70563,2028-06-28,28591.941287454647,2020-06-28,54421939-3
3727 187531 79164,2029-11-18,15718.67505294574,2021-11-18,35699658-9
5415 0280 7049 7291,2029-12-11,32021.905833988632,2021-12-11,42627906-1
5551 3339 5826 2575,2030-12-24,19764.64939046684,2022-12-24,22376138-4
4773 4661 6476 7477,2030-04-20,45086.05120272808,2022-04-20,24811466-4
3477 535219 15252,2029-04-30,35565.79671079404,2021-04-30,15110269-1
3445 601188 88252,2027-06-01,14949.054224706902,2019-06-01,73623139-8
3760 618040 58442,2029-01-11,14516.66249190305,2021-01-11,66890371-9
4048 6863 0334 1053,2029-12-04,30330.122308952137,2021-12-04,65622494-5
3703 270262 81096,2028-03-05,35738.64015692781,2020-03-05,79080238-3
3768 403880 98225,2027-09-14,30855.29678546288,2019-09-14,28594921-9
3763 925664 32453,2029-03-13,42489.32529570931,2021-03-13,35927807-X
4426 0838 5354 3811,2029-02-26,49692.63734825289,2021-02-26,77211573-6
4147 9303 3521 6473,2030-03-23,40601.681621440934,2022-03-23,28557563-X
4913 6492 2604 2010,2029-04-11,8422.41231378109,2021-04-11,44284244-4
4282 2642 9850 6893,2027-12-31,35418.9700230576,2019-12-31,04570052-8
4290 8991 3404 5034,2028-07-03,38881.76613977056,2020-07-03,12738263-4
3403 488225 92137,2028-07-04,29377.575068484446,2020-07-04,62749165-9
3423 830402 43815,2027-05-31,27720.829056467042,2019-05-31,06673284-1
4213 8105 5352 6176,2027-03-14,37101.15894034841,2019-03-14,51819066-1
2233 2154 4235 1747,2028-09-22,24874.090917365374,2020-09-22,83394308-5
3468 470722 95485,2030-09-15,22520.69504318961,2022-09-15,12265197-6
4511 4799 0073 9624,2027-05-15,11052.29031341916,2019-05-15,24955396-4
3491 710960 72383,2027-07-12,32963.22333177614,2019-07-12,42460398-1
4671 2288 3177 2451,2030-10-12,27193.68974269318,2022-10-12,90617202-5
3752 637844 32628,2030-05-15,18246.351470081147,2022-05-15,54197564-X
4398 1725 8911 8578,2027-05-03,46332.93502719161,2019-05-03,90117974-5
2472 7655 7912 5678,2030-10-11,8493.160844290545,2022-10-11,03740140-X
3433 566886 36598,2028-02-25,35855.02196093381,2020-02-25,94581342-1
3782 439667 86329,2030-04-27,41071.32013848466,2022-04-27,89430690-7
2363 0950 4187 2448,2028-02-19,5925.036573701476,2020-02-19,60787520-X
3453 233743 09060,2027-02-13,38673.347348957686,2019-02-13,18128409-6
3490 389926 15575,2029-07-04,2233.3247136961163,2021-07-04,17542437-6
2283 6240 5568 8619,2029-07-11,22131.46355232977,2021-07-11,20481129-5
3463 082100 01624,2030-07-26,48323.02785366873,2022-07-26,30354849-1
4665 8231 2886 4348,2030-05-29,37141.86924284012,2022-05-29,28448647-4
3451 839130 52112,2029-05-30,15485.78792800107,2021-05-30,05528912-4
5437 0643 3266 9439,2028-01-01,44324.97537376622,2020-01-01,79773637-5
4834 7417 6583 5106,2029-10-07,39679.07655913723,2021-10-07,31146013-X
3761 324311 86433,2029-08-12,11366.8811857778,2021-08-12,04962056-4
5472 2595 6407 1280,2027-07-25,23193.743881280498,2019-07-25,95327818-4
3710 212668 28257,2027-06-15,39869.64063197176,2019-06-15,01359579-7
3727 851357 95348,2030-10-19,31000.81803026507,2022-10-19,95988845-8
4337 8444 6154 5888,2029-01-22,20001.227827628096,2021-01-22,92412893-5
3463 400610 89093,2030-04-20,10486.22101346471,2022-04-20,03894649-4
5512 4130 7990 8831,2029-11-16,15476.065083970461,2021-11-16,12428473-2
3447 509735 45093,2029-05-30,29757.339831428842,2021-05-30,96982212-7
4373 1216 4930 1525,2030-01-28,41037.69749884948,2022-01-28,58537528-4
4117 9243 3757 6758,2027-06-14,34498.50111658868,2019-06-14,93941161-8
3749 930232 51709,2027-08-30,6966.351656056405,2019-08-30,83179703-5
3449 520080 77601,2027-02-01,39540.426377288495,2019-02-01,51336807-6
4813 6082 9067 2061,2030-10-25,41845.61061037501,2022-10-25,49874107-9
4443 4997 6999 8825,2028-03-17,19872.175339744,2020-03-17,86588658-4
3417 228304 25432,2030-10-12,7776.047564528337,2022-10-12,15866052-6
3463 050596 93065,2029-03-15,28625.807419437733,2021-03-15,94145046-6
4606 1604 6438 9073,2029-04-23,43324.57909400899,2021-04-23,55524751-8
3709 069364 27103,2030-04-15,15406.269216716279,2022-04-15,29637370-3
3466 845225 62572,2027-07-23,1764.363172550778,2019-07-23,27727958-1
5457 9140 8296 6259,2029-12-07,20486.245204642713,2021-12-07,43435454-4
4355 0737 8492 0167,2028-02-18,7620.688023901612,2020-02-18,76615278-2
2616 1290 3261 0874,2027-05-24,19590.638054720548,2019-05-24,65533730-4
5151 7895 9827 2312,2029-12-30,29113.661087782824,2021-12-30,65942966-1
4713 8411 0324 3900,2030-09-03,20685.822250872494,2022-09-03,65341646-X
3437 206064 22318,2030-02-12,42709.80949676478,2022-02-12,97653616-4
2422 2006 7296 6191,2030-04-05,17941.313161360584,2022-04-05,03677949-8
3797 256692 19904,2029-10-29,18678.50216243249,2021-10-29,83946892-5
2485 1406 9833 0473,2028-06-21,45803.12855029096,2020-06-21,45978650-6
4290 1783 9177 8730,2028-11-10,14958.67342509078,2020-11-10,90174448-3
3732 553957 09826,2029-06-12,44584.174450355655,2021-06-12,61914022-1
4357 3830 4137 0926,2029-12-21,16890.700549335274,2021-12-21,39630293-X
4863 8477 0683 4217,2027-05-04,31250.358642718915,2019-05-04,07800848-X
5443 0525 6066 0537,2027-02-05,2146.6880849949457,2019-02-05,69661754-6
3766 919421 06149,2027-02-27,45955.631664063745,2019-02-27,09181758-7
4494 6975 4234 5960,2027-08-14,45274.439377582334,2019-08-14,43042151-2
3753 420976 25282,2028-04-25,35064.06068350413,2020-04-25,49874107-9
4260 9847 7606 8340,2030-01-14,38597.65544043946,2022-01-14,97726557-3
3701 550746 07486,2027-03-21,8236.246768575977,2019-03-21,25949847-3
4358 1209 0948 2172,2029-09-05,11556.921410381941,2021-09-05,47648982-3
3465 987349 87312,2028-04-23,3228.203103159287,2020-04-23,64594553-X
2625 2657 8746 3041,2028-05-13,3991.568566278035,2020-05-13,82953558-8
3767 096207 97631,2028-07-08,872.418518887783,2020-07-08,03673211-8
5424 6276 3605 0038,2027-07-21,20108.428918417558,2019-07-21,69661754-6
4831 5050 2541 4587,2029-06-13,17375.071304229234,2021-06-13,51860280-X
5596 6301 8414 5061,2028-04-13,8363.511373942383,2020-04-13,41509572-6
3452 940931 51895,2030-06-20,29709.48620738058,2022-06-20,92879210-5
3739 392620 15991,2027-03-07,12746.940481573372,2019-03-07,95855620-9
2331 4338 5825 6463,2030-07-12,36327.44676587864,2022-07-12,78436772-6
4370 7388 2736 4935,2030-02-18,11307.398589948869,2022-02-18,93040280-3
4135 0950 1446 1131,2028-05-22,46818.6997007652,2020-05-22,30411187-1
4385 1564 2728 4945,2028-12-01,16642.073452232697,2020-12-01,13840198-8
4971 5993 6654 7592,2029-01-29,39345.94557188118,2021-01-29,70928960-X
4967 2865 9549 0069,2030-03-06,27027.15371064866,2022-03-06,53364786-2
3782 903681 74208,2030-02-12,34251.310648411185,2022-02-12,26095980-7
3799 044054 95421,2027-11-28,37695.4887993774,2019-11-28,86884855-X
2662 1033 0787 1654,2029-11-14,28116.23424514805,2021-11-14,70622096-4
3743 932298 93174,2030-11-05,7316.911427922732,2022-11-05,58503627-1
2396 5171 2384 7130,2029-05-28,15112.01608027654,2021-05-28,42386448-7
5402 2499 3960 9182,2028-04-03,19288.299909783647,2020-04-03,34513281-5
3438 112665 55842,2030-05-10,46097.485936591635,2022-05-10,61345236-X
4528 7878 4743 3080,2029-07-21,6579.162591785851,2021-07-21,42745028-4
4004 6085 2550 3593,2028-08-16,7868.594842300635,2020-08-16,99183648-3
4993 7666 6647 8075,2028-10-13,43501.634454207,2020-10-13,60124022-7
2440 8017 5001 9015,2027-02-10,47491.5885610331,2019-02-10,13158262-7
4615 2554 3215 3491,2030-01-13,4318.354822751015,2022-01-13,45774860-X
4899 2998 3327 7167,2030-03-29,4161.829322944568,2022-03-29,91914780-7
2640 8877 6609 7523,2027-08-02,45386.04415691359,2019-08-02,99767665-6
5255 8578 8356 7665,2030-03-12,45786.57767115749,2022-03-12,15541569-1
5252 5834 0485 2021,2030-05-21,26188.123996861377,2022-05-21,68901045-6
3458 872890 01533,2028-04-09,16211.756134498486,2020-04-09,98451486-8
2388 7455 0496 1283,2027-03-30,36707.28101734755,2019-03-30,63592577-6
4926 5009 1438 6331,2027-12-17,45827.659865382004,2019-12-17,44141345-3
5259 3527 9953 6083,2028-12-13,49171.112251149825,2020-12-13,60804243-5
2259 3456 1064 4711,2028-04-22,18634.65776846624,2020-04-22,89387377-X
4756 7237 6012 8830,2028-01-23,28385.646104352916,2020-01-23,15710268-X
4665 3410 2848 9090,2029-01-05,2182.3574679786943,2021-01-05,85174685-6
3440 382814 69945,2027-04-07,40217.655705974736,2019-04-07,35697029-X
5456 9243 6451 5832,2028-10-19,6804.806914997406,2020-10-19,02327281-1
3497 750275 30242,2028-11-29,27540.81529893185,2020-11-29,24397304-4
5515 6016 6116 8007,2030-10-24,36450.114994541436,2022-10-24,31601494-7
4491 7406 5763 2476,2027-11-22,18689.264233192338,2019-11-22,02578306-2
3773 236305 44261,2029-03-01,36471.53818154446,2021-03-01,35699658-9
3486 902745 09941,2028-08-03,30107.596254737637,2020-08-03,41254180-1
3492 778050 80037,2029-04-11,38917.61846566752,2021-04-11,50957679-3
5568 2471 4616 1484,2027-07-29,20408.10161405542,2019-07-29,28577626-4
3718 490869 82346,2030-04-04,43884.56218102012,2022-04-04,77337491-X
4103 9988 1662 1307,2030-12-29,17121.268052652264,2022-12-29,36946462-9
5321 6744 6122 4100,2029-02-18,2121.995223190788,2021-02-18,70112564-3
4116 8673 4670 4096,2027-05-01,24614.92549207486,2019-05-01,37375245-1
3415 220998 02879,2029-04-03,4818.249629859889,2021-04-03,72481740-6
4514 2927 0355 2830,2029-08-12,43911.26192998798,2021-08-12,01066207-6
4482 4543 4794 1062,2030-10-31,37423.17613371764,2022-10-31,31472227-7
4197 0180 2297 7539,2028-07-12,46089.42608816852,2020-07-12,45577479-3
3742 088589 17070,2029-09-28,43515.95057264415,2021-09-28,25371020-2
4061 4526 9478 2674,2029-06-09,47517.24662630201,2021-06-09,52990743-7
3448 551808 77989,2028-12-31,15322.153848382824,2020-12-31,40946735-5
4084 1771 0425 0029,2028-07-10,14371.640876973039,2020-07-10,29915047-3
4740 3127 0933 0373,2027-12-31,22069.872468164755,2019-12-31,30060407-2
2293 0115 2710 7055,2027-09-05,39771.97515229341,2019-09-05,72364764-7
4790 3893 3976 7603,2028-10-26,33188.15850213432,2020-10-26,32787509-X
4402 4633 0338 7142,2029-04-06,39620.63733658553,2021-04-06,61494876-8
3470 352858 88572,2030-01-07,44950.91207754693,2022-01-07,13118063-8
5473 1186 5344 7133,2027-01-03,9816.14907038613,2019-01-03,46574755-4
3432 181975 96582,2029-08-22,11820.080909428927,2021-08-22,39738364-4
4911 5497 0463 2641,2029-09-09,12321.288314920253,2021-09-09,92330569-3
2475 1813 2578 0062,2027-03-20,15281.4533649559,2019-03-20,50909918-X
5366 2679 9776 3836,2029-02-28,1094.2434678160587,2021-02-28,71668534-9
4048 3856 2408 0876,2028-10-07,40734.032845827474,2020-10-07,33888608-6
5375 1585 1167 3941,2028-04-02,7135.140650702748,2020-04-02,92335814-X
2457 5427 4674 5830,2029-02-15,18307.02648004833,2021-02-15,03695332-2
4881 1769 6543 5229,2027-12-27,7671.589249443567,2019-12-27,41882568-2
3448 720629 27279,2027-06-29,17552.22455558151,2019-06-29,34464289-9
3747 358308 32555,2029-09-02,45866.69750616005,2021-09-02,31527957-7
4484 8205 8940 5438,2029-05-08,13029.532225216886,2021-05-08,04215235-6
2286 3201 3994 8791,2030-10-27,30559.52422099374,2022-10-27,97738418-1
2592 4945 6478 6619,2030-05-02,32038.432994664516,2022-05-02,66504256-8
2320 1789 7075 0660,2027-11-25,45554.060194883365,2019-11-25,65659728-3
2360 1654 8964 0848,2029-02-22,39358.36073925044,2021-02-22,09177573-7
3495 253223 28887,2030-03-21,25941.38946779493,2022-03-21,53364786-2
3446 937358 34761,2027-08-23,10605.813824399154,2019-08-23,78097794-9
5198 6779 9111 9484,2028-09-20,8654.958250672686,2020-09-20,84904384-9
4138 0325 7994 6401,2027-12-21,12808.770769977325,2019-12-21,14784869-1
3459 666615 64597,2028-03-21,5780.06027684051,2020-03-21,08802623-9
3419 561728 31878,2027-05-06,6730.027382639582,2019-05-06,53680432-2
3442 530884 64607,2030-03-22,3736.703313897711,2022-03-22,88553454-2
3427 926479 26012,2030-06-02,29817.536192507338,2022-06-02,82953558-8
3729 434846 03114,2029-07-17,15560.059481291468,2021-07-17,54341174-9
2654 0916 7568 7549,2028-09-18,31802.182255998934,2020-09-18,54647250-6
4029 6573 5658 9578,2028-11-18,35721.4272278298,2020-11-18,57459583-X
3790 394915 26969,2027-06-15,36949.766871797336,2019-06-15,00541320-3
3726 907989 47766,2028-03-01,21793.40815528759,2020-03-01,44841565-3
3702 862949 93818,2029-07-10,14663.330395299403,2021-07-10,11439384-6
3416 519269 23481,2029-06-22,33610.32126564246,2021-06-22,48128767-4
5347 9867 7384 5996,2029-03-18,2029.2310146059122,2021-03-18,03499509-7
3476 179855 08558,2029-03-14,27387.732731667387,2021-03-14,09646603-8
3454 309610 33332,2028-03-25,49775.627061886866,2020-03-25,62419238-X
5190 6441 2795 0289,2030-08-18,46193.861305472674,2022-08-18,45626720-4
2517 4218 1100 1577,2030-07-10,33761.98549371558,2022-07-10,28054561-2
4813 6141 3125 7492,2030-07-11,36304.38930401084,2022-07-11,01285652-9
4475 8206 5921 8159,2028-11-24,7892.922288009689,2020-11-24,47250678-7
5261 6473 0822 7744,2027-08-17,27416.1328382964,2019-08-17,03651500-2
3418 552817 61135,2029-01-08,21645.355737395323,2021-01-08,14288300-3
2221 8142 2450 0721,2028-06-02,13100.681084952712,2020-06-02,23170021-5
4738 4387 1428 4927,2028-02-11,35422.964518246044,2020-02-11,64531971-1
5515 8861 3741 8801,2027-09-11,41305.45805171579,2019-09-11,37522253-9
4690 0043 1505 1069,2030-08-08,6229.1011273182185,2022-08-08,55525278-7
3745 736191 80635,2030-12-16,35713.62351588023,2022-12-16,34049545-8
4757 1323 9681 8948,2028-07-14,34153.74962686835,2020-07-14,48128767-4
3747 635293 09966,2028-12-15,24055.246310817663,2020-12-15,16718274-1
4477 3898 0779 5235,2030-07-12,42359.38153448873,2022-07-12,36642753-1
4308 1238 4273 1672,2030-02-10,9450.491210838825,2022-02-10,76918139-6
4457 2248 5261 7170,2030-08-04,21145.17971058657,2022-08-04,52184390-4
4685 7918 0897 2663,2027-11-23,28640.826302863763,2019-11-23,04962056-4
4858 7529 8669 8745,2028-07-02,10515.709128090331,2020-07-02,55552257-1
3718 614459 22913,2028-03-13,2818.679085774522,2020-03-13,84723791-X
5497 3368 2920 9839,2028-09-05,4318.279072797299,2020-09-05,92879210-5
4754 4862 8503 8379,2028-02-23,31764.55511307897,2020-02-23,52893901-3
4669 0991 4995 8411,2027-01-02,31369.897408511362,2019-01-02,85436868-3
3712 883273 31320,2029-07-26,15747.597851137465,2021-07-26,84547076-X
4417 8200 3391 5034,2030-04-14,23690.399244323955,2022-04-14,57017533-2
4442 2345 4453 3329,2027-08-12,39603.67889054211,2019-08-12,12031419-4
4919 4435 4121 1458,2030-05-23,7001.912719476978,2022-05-23,55225653-6
4716 5185 2399 4414,2028-08-05,8503.06625211068,2020-08-05,65283271-8
3482 436199 76282,2027-11-11,37376.10171843344,2019-11-11,60894283-9
3717 077180 87449,2030-06-18,49954.38877422907,2022-06-18,36078969-3
2685 4259 4885 9654,2029-03-02,29700.042072714245,2021-03-02,71166302-3
4622 3008 6233 3212,2027-06-15,20561.154369727356,2019-06-15,36014852-9
3492 142274 85916,2030-10-21,26872.477741842446,2022-10-21,46101788-X
4881 3421 9359 3037,2028-07-29,5953.8225520647,2020-07-29,02601933-X
4286 0348 7106 3125,2027-07-06,46404.355087103875,2019-07-06,85089963-3
3438 865256 58728,2029-10-12,23691.347791330998,2021-10-12,47086782-2
3727 050482 50009,2027-05-22,43666.7507685468,2019-05-22,03462350-8
3748 596240 96027,2028-05-07,25679.96209827336,2020-05-07,53823461-4
5528 4223 2438 9780,2029-09-11,10730.457438523963,2021-09-11,39842921-5
3796 142151 32391,2028-05-17,44493.73146699157,2020-05-17,78895251-8
5126 1545 2263 0584,2028-11-16,18903.791736099683,2020-11-16,65599108-4
4425 1149 3892 5987,2030-07-24,32073.148773913068,2022-07-24,81993557-1
3726 876590 12656,2027-11-29,35495.08975684133,2019-11-29,59318470-3
4933 8591 9517 6303,2030-03-03,42563.32097028054,2022-03-03,06516222-X
4906 3017 6892 1446,2027-06-25,38740.60760565462,2019-06-25,13121897-4
4014 0989 2607 3511,2027-07-14,23078.67894582472,2019-07-14,72473916-7
5374 2999 3138 7653,2027-12-02,4084.5667688581657,2019-12-02,19962103-2
3755 625855 90710,2028-07-12,38962.30435968814,2020-07-12,57247973-6
4988 2233 7832 9185,2027-08-05,38271.47836759754,2019-08-05,55400659-8
5537 2172 9781 3587,2030-10-26,25286.09233106515,2022-10-26,35036352-5
4406 8651 1769 8033,2028-05-18,37028.21703123697,2020-05-18,54421939-3
4037 7664 1052 9445,2028-10-16,9540.822772456619,2020-10-16,10604279-9
5176 5996 1609 8958,2027-12-16,49704.947714887545,2019-12-16,59145006-X
5394 8351 9974 1739,2028-12-17,49451.556217867605,2020-12-17,26345809-3
3718 748214 43107,2029-02-13,25232.870425456236,2021-02-13,71110251-9
2504 2358 4938 6494,2027-11-27,46531.23301428298,2019-11-27,25556925-7
4459 6259 7299 6435,2027-05-24,41314.14454159804,2019-05-24,48954181-9
3443 023909 15846,2027-03-15,19960.09217525006,2019-03-15,06859237-9
5397 3298 9043 2886,2029-10-24,32373.202734619575,2021-10-24,55952492-X
4059 2451 2092 8596,2028-12-03,49085.05462789047,2020-12-03,73331267-4
4212 6649 5947 6002,2030-10-30,25535.02050639782,2022-10-30,29189874-3
5312 6891 8795 7891,2029-09-10,7516.853355472834,2021-09-10,48483267-2
4797 5442 9144 0127,2029-06-20,41272.1492105849,2021-06-20,90493568-6
3441 890169 20015,2027-07-01,7931.567964598643,2019-07-01,99840904-4
4671 2164 2787 2314,2029-03-10,39250.13266710723,2021-03-10,03651500-2
4291 9907 9954 6447,2027-10-07,2505.9536704407483,2019-10-07,59528582-6
4858 0683 9931 4220,2027-03-07,38745.096288412606,2019-03-07,29314936-3
3716 927210 26461,2027-01-16,20464.612375114688,2019-01-16,11156658-6
5432 5773 7596 8728,2028-01-22,36477.54347193632,2020-01-22,39945202-8
5178 4044 9279 0257,2030-11-13,39742.99440167407,2022-11-13,84493342-3
2702 5809 0293 8735,2029-07-14,38213.405439790404,2021-07-14,30624143-8
5145 1433 2676 3334,2029-07-06,6745.903969470276,2021-07-06,58561016-4
3490 302012 11684,2028-11-21,29821.041865100335,2020-11-21,38622677-X
4474 7810 7832 4237,2028-11-26,8042.375518397374,2020-11-26,80360043-X
3788 548124 95350,2029-08-22,17553.579988345886,2021-08-22,29388237-2
4820 1770 5856 9498,2030-10-04,10975.114987809111,2022-10-04,26821847-5
3446 962434 46770,2030-01-17,12401.9955809576,2022-01-17,44716034-9
3777 090882 18285,2027-01-18,27557.6592636535,2019-01-18,92995844-7
3773 943426 27926,2028-10-20,19867.98925246789,2020-10-20,61556377-9
2519 5081 4665 3474,2029-07-03,14060.073696026324,2021-07-03,68156018-X
4424 2721 5811 6132,2029-11-14,7567.039619627542,2021-11-14,41712965-X
2494 9222 5256 3733,2029-11-17,7789.81924524353,2021-11-17,84247183-3
2420 9117 1887 9311,2027-12-19,27307.29580862792,2019-12-19,96226838-6
4213 6886 6871 6159,2027-05-10,17147.16367923454,2019-05-10,41388543-1
3732 807038 83758,2028-06-11,47706.000422900644,2020-06-11,81167554-3
4680 4865 8243 1797,2030-07-19,44299.31919610693,2022-07-19,55277840-5
3719 189624 49066,2029-07-11,12356.555052114361,2021-07-11,23388176-5
3473 260391 05268,2027-08-02,8058.450276315473,2019-08-02,21569055-6
4992 7421 1763 9350,2029-01-02,22993.668661539876,2021-01-02,69841199-1
2558 6907 4905 6560,2027-05-03,4306.781278669736,2019-05-03,38299297-5
4185 8501 5745 0971,2027-05-22,36839.81604337513,2019-05-22,33164708-4
4423 5961 0552 6881,2028-04-03,2144.33703006536,2020-04-03,56900044-7
3732 962043 32996,2029-05-08,40454.628566027684,2021-05-08,08675630-X
3416 543593 49935,2029-06-30,3405.3582910707687,2021-06-30,83989639-6
3468 391727 16387,2029-08-27,35825.90316530972,2021-08-27,42024695-4
4038 6626 9886 0587,2029-10-02,41472.653294535776,2021-10-02,64511996-X
5454 6903 7594 3337,2029-04-06,40938.78220664169,2021-04-06,23809533-6
2320 6853 7336 4113,2028-10-22,3549.650930415664,2020-10-22,45626720-4
2303 1512 3886 8237,2030-05-02,22125.238319375487,2022-05-02,74253793-9
3711 074479 30995,2027-05-08,32362.146964147567,2019-05-08,87109100-3
